id,name,first_name,birth_date,birthplace_notes,rank_id,birth_place_id
18361,Keller,Friedrich,1845,,,
18362,"Wäber-Lindt",Adolf,1841,,,
18363,Obrecht,Frizt,1855,,,
18364,Stettler,Christian,1839,,,
18365,Volz,Wilhelm,1857,,,
18366,Trachsel,Christian,1852,,,
18367,Stettler,Rudolf,1861,,,
18368,"Häberli","K. R.",1842,,,
18369,Graber,"Ernst Jakob",1862,,,
18370,Born,Johann,1853,,,
18371,Sahli,Friedrich,1853,,,
18372,Lutstorf,Otto,1854,,,
18373,"Lauterburg-Käser",Albrecht,1841,,,
18374,"Küenzi",Gottfried,1859,,,
18375,Graf,Heinrich,1852,,,
18376,Beyeler,Johann,1848,,,
18377,Yersin,Albert,1841,,,
18378,Wyttenbach,Albert,1833,,,
18379,Wetli,Joseph,1841,,,
18380,Werder,Johann,1822,,,
18381,Weingart,Johann,1840,,,
18382,"Wäber-Schmid",Karl,1828,,,
18383,Dysli,Emile,,,,
18384,Tanner,August,1847,,,
18385,Studer,"Bernhard Friedrich",1820,,,
18386,Stettler,Eugen,1844,,,
18387,Spycher,Rudolf,1862,,,
18388,Schrag,Leonhard,1853,,,
18389,Schneider,Friedrich,1848,,,
18390,Rolle,Eduard,1830,,,
18391,Reisinger,Karl,1827,,,
18392,Nyffeler,Jakob,1888,,,
18393,"Müller",Emil,1856,,,
18394,Morgenthaler,Friedrich,1844,,,
18395,"Macuard-von Gonzenbach",Georg,1844,,,
18396,Marbach,Friedrich,1852,,,
18397,Lindt,Rudolf,1823,,,
18398,Lindt,Paul,1828,,,
18399,Lenz,Gottlieb,1849,,,
18400,Lauber,Franz,1852,,,
18401,"Körber",Hans,1833,,,
18402,Joliat,Ludwig,17.03.1846,,,
18403,Hunziker,"Johann Jakob",1835,,,
18404,"Häggi",Rudolf,1838,,,
18405,Guggisberg,Rudolf,1844,,,
18406,Gugger,Johann,1830,,,
18407,Glauser,Johann,1856,,,
18408,Gassmann,Albert,1833,,,
18409,Fueter,Gustav,1846,,,
18410,Frey,Albert,1840,,,
18411,Dick,Rudolf,1852,,,
18412,Dick,Franz,1835,,,
18413,Christener,Adolf,1835,,,
18414,Christen,Gottlieb,1844,,,
18415,Christen,Gottfried,1846,,,
18416,Burkhardt,Jakob,1841,,,
18417,Bucher,Friedrich,1828,,,
18418,Blau,Albert,1847,,,
18419,Boivin,Pierre,1942,,,
18420,Clerc,Marcel,1940,,,
18421,Macheret,Georges,1911,,,
18422,Mauroux,"René",06.04.1912,,,
18423,Hermann,"Théodore",1876,,,
18424,Daler,"Léopold",1887,,,
18425,Weber,Edmond,1886,,,
18426,"Gottrau, de","François",1896,,,
18427,Folly,Fritz,1865,,,
18428,Bardy,Jean,1844,,,
18429,Fraisse,Isaac,1872,,,
18430,Jungo,Charles-Jean,1840,,,
18431,Curchod,"Béat",09.09.1841,,,
18432,Buclin,"Léon",1853,,,
18433,"Brülhart",Jean,1853,,,
18434,Winckler,Pierre-Antoine,1839,,,
18435,"Brülhart",Joseph,1847,,,
18436,Schorderet,Xavier,1848,,,
18437,Gendre,Cyprien,1837,,,
18438,Guidi,Philippe,1833,,,
18439,"Vonderweid, de",Charles-Auguste,1829,,,
18440,Vuichoud,Emile,24.01.1856,,,
18441,Rochat,"Jules-Jérémie",1832,,,
18442,Perrin,Jules,23.02.1817,,,515
18443,Pache,Charles,03.12.1832,,,1624
18444,Metraux,"Eugène",25.12.1850,,,
18445,Kunz,Louis,03.08.1834,,,67
18446,"Haller, de",Albert,21.11.1842,,,
18447,Guisan,"René",01.08.1841,,,67
18448,"Gingins, de",Aymon,10.01.1823,,,
18449,Fleury,Louis,20.12.1827,,,67
18450,Deriaz,Charles,02.05.1827,,,
18451,Demieville,Adrien,07.07.1848,,,2750
18452,Berdez,Louis,29.12.1839,,,
18453,Bauverd,Jules,13.08.1835,,,67
18454,Viret,"Henri(-François)",29.07.1854,,,348
18455,Sieber,Henri,26.08.1831,,,
18456,Secretan,Louis,14.11.1852,,,
18457,Rochat,Samuel,26.04.1840,,,
18458,Pingoud,Alfred,09.09.1844,,,67
18459,"Pflüger",Charles,06.01.1849,,,
18460,Palaz,"François",23.12.1863,,,1561
18461,Neyret,Georges,31.07.1821,,,
18462,Ney,Jules,31.12.1845,,,68
18463,Morel,Marc,29.11.1843,,,
18464,Monnet,Louis,02.05.1831,,,67
18465,Martioni,Jean,30.11.1837,,,
18466,Laurent,"François",12.06.1815,,,2059
18467,Gruaz,Jules,31.01.1836,,,
18468,Grellet,Georges,14.05.1843,,,965
18469,Gaulis,Gabriel,25.05.1828,,,1598
18470,Gaulis,"Eugène",11.08.1833,,,67
18471,Forney,Rodolphe,18.03.1854,,,73
18472,Forney,Charles,21.02.1851,,,67
18473,Emery,Sigismond,12.05.1832,,,67
18474,Emery,Daniel,26.10.1831,,,
18475,Duplan,Edmond,30.03.1851,,,7
18476,Demartines,Charles,13.04.1825,,,
18477,Borel,Paul,11.07.1870,,,
18478,Cuenoud,Adolphe,07.09.1845,,,67
18479,"Crousaz, de",Henri,21.09.1849,,,68
18480,Conod,Auguste,11.02.1840,,,74
18481,Chavannes,"Léon",14.02.1854,,,
18482,Charton,Paul,12.08.1844,,,67
18483,"Charriere, de - Severy, de",Ferdinand,30.03.1849,,,67
18484,Carrard,Charles,20.03.1833,,,
18485,Borgeaud,Adrien,21.09.1856,,,645
18486,Bonnard,Emile,30.12.1832,,,67
18487,Blanchet,Charles,07.04.1833,,,
18488,Blanc,Lucien,26.11.1854,,,67
18489,Blanc,Jules,03.07.1831,,,67
18490,Bezenchenet,Louis,11.09.1843,,,103
18491,Bauty,Charles,07.12.1842,,,1627
18492,Dick,"René",,,,
18493,Bachmann,Henri,23.04.1830,,,347
18494,Amaudruz,Gustave,16.02.1852,,,67
18495,Allenspach,Paul,12.11.1854,,,
18496,"Tribolet-Hardy, de","Julie Françoise",1807,,,
18497,Castan,Pierre,1899,,,
18498,"Dumont-Wälti",Marc,1913,,,
18499,Schwendener,"Johann Jakob",1888,,,
18500,Pfrommer,Karl,1907,,,1977
18501,Ronus,"Peter C.",1911,,,
18502,Dumont,Paul,1883,,,
18503,Milliet,Fritz,1890,,,
18504,Tenger,Walter,1889,,,
18505,Nordmann,Pierre,05.06.1911,,,
18506,"Cellérier",Jean,1912,,,20
18507,Bolle,Arnold,1882,,,5
18508,Meyer,"E. Michel",1907,,,
18509,Krayenbuhl,"Hans Jules [Jean]",1889,,,
18510,Marquis,"Gustave Victor Henri",1892,,,67
18511,Grivel,"Benjamin Charles Edouard",1909,,,67
18512,Loew,Pierre,1902,,,50
18513,Fischer,"Franz R.",1895,,,
18514,Heller,Fred,1892,,,21
18515,"van Aken",Robert,1896,,,
18516,Bovay,Samuel,1912,,,1630
18517,Grin-Pinard,Cosette,1974,,,
18518,Hotz,Charles,1881,,,14
18519,Faessler,"W[ilhelm Alois]",1879,,,
18520,Sillig,Edouard,1887,,,
18521,Hofmann,Rudolf,1883,,,
18522,"Gmür-Henggeler",Mariekathrin,1919,,,10
18523,"Gmür-Henggeler",Paul,31.08.1915,,,10
18524,Wyler,Marcus,1882,,,2
18525,"Henggeler-Mölich","Emma (Emmy)",1885,,,
18526,Schuppisser,Otto,1897,,,387
18527,Widmer,Huldreich,1894,,,
18528,Pestalozzi,Alice,1903,,,10
18529,Schucan,Max,1915,,,10
18530,Staehelin,Conrad,1888,,,2433
18531,Giezendanner,Paul,1900,,,
18532,Vautier,"Clémy",1921,,,
18533,"Brechbühl",Henri-Paul,1917,,,
18534,Ruggiero-Maire,"Aimée",1907,,,1977
18535,"Graffenried, von",Rudolf,1922,,,
18536,Huber,Rudolf,1899,,,
18537,Barth,Niklas,1925,,,919
18538,"Hüssy","Hans A.",1930,,,476
18539,Lenz,Raoul,1918,,,148
18540,Anderwert,"Jos. Fridolin",19.09.1828,,,
18541,Jacot-Seybold,"Alfred Louis",03.10.1844,,,14
18542,Schluep,Martin,1929,,,
18543,Hartmann,Edouard,1848,,,
18544,Conrad,Georges,1932,,,20
18545,Meier,"Ernst Theophil",1920,,,1901
18546,Payot,Paul,20.05.1857,,,1902
18547,Reutter,Max,03.02.1871,,,5
18548,"Rechenberg, von",Diether,1916,,,
18549,Frick,Emil,1922,,,91
18550,Kistler,Bruno,1931,,,
18551,"Castelberg, von",Guido,1927,,,10
18552,Berger,Hans,1902,,,437
18553,Wettstein,"George M.",1923,,0,10
18554,"Köhl","Guido E.",1929,,,1903
18555,Haemmerli,"Jörg",1929,,,67
18556,Perrin,Charles,22.04.1869,,,5
18557,Billeter,"Léo",02.03.1882,,,
18558,Heiz,Rudolf,1930,,,2
18559,Thurnherr,"Jeannette B.",1925,,,10
18560,Rognon,Paul,1903,,,1904
18561,Maier,"Paul F.",1935,,,907
18562,Dupuis,Paul,1899,,,
18563,Bernold,"Joseph Leonhard",14.12.1809,,,
18564,Liniger,Jean,07.07.1910,,,14
18565,Humbert-Droz,Fritz,1902,,,5
18566,Martin,Fernand,26.07.1901,,,73
18567,Lalive,Jean-Flavien,1915,,,
18568,Knoepfler,Jacques,26.10.1914,,,101
18569,Budin,Roger-Philippe,1928,,,
18570,Bugnon,Claude,1933,,,
18571,Amaudruz,Michel,1939,,,67
18572,Brunner,Ulrich,1908,,,
18573,Niggli,"Florian P.",1934,,,1905
18574,Jeanneret,"Françoise",1959,,,101
18575,"Büchi",Alfred,11.07.1879,,,
18576,"Bühler","Josef Sigm.",04.11.1804,,,
18577,Grandjean,Antoine,1958,,,14
18578,Kolb,Alfred,1909,,,10
18579,Schellenberg,Claus,1938,,,
18580,Lutz,"Martin J.",1939,,,10
18581,"Erlach, von",Wolfgang,1918,,,50
18582,Stettler,"Dietrich K.",1942,,,50
18583,Oederlin,Pierre,1927,,,
18584,Sandoz,Eric,1909,,,
18585,Sandoz,"Michel W.",1930,,,
18586,Moreillon,Claude,1938,,,
18587,Etienne,Donald,1932,,,50
18588,Blum,"François",1941,,,5
18589,Hafner,Luc,1945,,0,20
18590,"Béguin","Pierre-André",1948,,,14
18591,Reymond-Deming,Evelyn,1938,,,
18592,Zwyssig,Kurt,1941,,,1648
18593,Imhoos,"Jean Pierre",1929,,,
18594,Blumer,"Johann Jakob",29.08.1819,,,
18595,Cruchon,Maurice,1944,,,73
18596,"Charmant, de",Pierre,1926,,,
18597,Perret,Lucien,1936,,,20
18598,Grandjean,Simon,1915,,,89
18599,Sidler,Pierre,1935,,,
18600,Wittmer,Jacques,1935,,,68
18601,Schellenberg,Patrick,1951,,,
18602,Zimmermann,"Franz Josef",1948,,,
18603,Mach,Olivier,1939,,,
18604,"Saugy, de",Jean,1951,,,
18605,Amaudruz,Dominique,1954,,,
18606,Henrici,"Andreas K.",1934,,,10
18607,"Blétry-de Montmollin",Violaine,1976,,,411
18608,Reber,Alfred,1935,,,10
18609,Wicki,"André Aloys",1940,,,21
18610,Widmer,"Raoul E[rnst]",1934,,,2069
18611,Dreifuss,"Eric L.",1943,,,10
18612,Reichenbach,Franz,1909,,,3211
18613,Tuchschmid,Curt,1918,,,3211
18614,"Stämpfli",Jakob,23.02.1820,,,
18615,Scherer,"Johann Jakob",14.11.1825,,,
18616,Ruffy,Victor-Ch.-F.,18.01.1823,,,
18617,Pioda,"Giovanni Battista",04.10.1808,,,
18618,Ochsenbein,"Ulrich J.",11.11.1811,,,
18619,"Näff","Wilhelm Matthias",19.02.1802,,,
18620,"Knüsel","Josef Martin",06.11.1813,,,
18621,Furrer,Jonas,05.03.1805,,,
18622,Franscini,Stefano,23.10.1796,,,
18623,Druey,Daniel-Henri,12.04.1799,,,
18624,Perrier,Paul,,,,
18625,Reichwein,Heinz,1916,,,
18626,Burkhardt,Urs,1941,,,
18627,Umbricht,"Robert P.",1935,,,
18628,Wille,"Johann H.",1947,,,81
18629,Gut,Urs,1942,,,10
18630,Matt,"Johannn Jakob",03.04.1814,,,
18631,Meyer,Arnold,29.07.1877,,,
18632,Meyer,"Johann Ulrich",20.07.1825,,,
18633,"Müller",Kaspar,10.02.1867,,,
18634,Schneider,Gottlieb,25.08.1828,,,
18635,Coulin,"Louis Edouard",22.09.1836,,,
18636,"Häberlin","K. Eduard",08.03.1820,,,
18637,Baerlocher,Thomas,14.12.1956,,,
18638,Baggi,Giovanni,12.10.1929,,,
18639,Clausen,Alfred,25.09.1877,,,
18640,Dobler,"Karl 2",06.08.1903,,,
18641,Eggenberger,Christian,26.11.1894,,,
18642,"Fässler",Johann,24.10.1824,,,
18643,"Gmür",Leonhard,22.10.1808,,,
18644,Hohl,Johannes,23.02.1813,,,
18645,Huber,Josef,03.05.1832,,,
18646,Kessler,Alois,23.10.1925,,,
18647,Ruchti,Eduard,10.08.1834,,,
18648,Wagner,Robert,09.03.1875,,,
18649,Balser,Christa,1948,,,
18650,"Secrétan",Hubert,1933,,,67
18651,Pitteloud,"Françoise",03.08.1951,,,
18652,Brahier,Gaston,11.05.1927,,,
18653,"Alméras","Alexandre Félix",29.01.1811,,,
18654,Anderegg,"Johann Georg",08.07.1792,,,
18655,Badoud,"François-X.",22.08.1792,,,
18656,Barman,Maurice,07.08.1808,,,
18657,Battaglini,Carlo,02.07.1812,,,
18658,Bavier,"Johann Baptist",04.10.1795,,,
18659,Bettex,"J.-François",19.03.1816,,,
18660,Blanchenay,Louis,02.05.1801,,,
18661,Boeschenstein,"Johann Georg",03.11.1804,,,
18662,Bollier,"H. Rudolf",17.05.1815,,,
18663,Briatte,"François",27.09.1805,,,
18664,Brosi,"Joh. Rudolf",31.05.1801,,,
18665,Bruggisser,"Peter J.",26.07.1806,,,
18666,Brunner,"Benjamin J.",31.08.1798,,,
18667,"Bünter","Josef A. Maria",17.11.1808,,,
18668,Burki,Josef,05.09.1813,,,
18669,Castella,"André",18.11.1805,,,
18670,Christen,"Josef Fidel",08.04.1803,,,
18671,Clemenz,"Joseph Anton",29.01.1810,,,
18672,Curti,Giuseppe,20.03.1809,,,
18673,"Riedmatten, de",Antoine,06.10.1811,,,
18674,Doessekel,Johann,02.08.1789,,,
18675,Ducrey,Jos.-Henry,01.01.1805,,,
18676,Ehrmann,"Karl Hektor",17.09.1815,,,
18677,Erpf,"Franz Eduard",17.02.1807,,,
18678,Eytel,Jules-D.,01.03.1817,,,
18679,"Fässler","Josef Anton",23.06.1796,,,
18680,Favre,"L. Eugène",04.05.1816,,,
18681,Folly,Jean,08.09.1810,,,
18682,Funk,"Alexander L.",19.02.1806,,,
18683,Ganzoni,"Anton Philipp",02.09.1800,,,
18684,Tombet,"André",1927,,,20
18685,Girard,Joseph,09.10.1815,,,
18686,Glasson,Nicolas-L.,27.12.1817,,,
18687,"Gmür",Dominik,21.06.1800,,,
18688,Grillet,Jos.-Hyacinthe,01.01.1808,,,
18689,Grivaz,Daniel-Salomon,10.01.1806,,,
18690,Gutzwiller,Stephan,11.11.1802,,,
18691,Hautle,"Johann Nepomuk",29.09.1792,,,
18692,Heim,"Johann Heinrich",16.11.1802,,,
18693,Heller,"Johann Jak.",06.04.1807,,,
18694,"Hungerbühler","Johann Matthias",02.09.1805,,,
18695,Froriep,"Andreas L.",1931,,,
18696,Imfeld,Johann,25.09.1798,,,
18697,Imobersteg,Jakob,06.07.1813,,,
18698,Jeanrenaud,"Charles Louis",06.03.1798,,,
18699,Jenny,Kaspar,12.06.1812,,,
18700,Boesch,"Bruno W.",1949,,,534
18701,Kappeler,"Johann Karl",23.03.1816,,,
18702,Karlen,Johann,20.09.1807,,,
18703,Karrer,Karl,22.03.1815,,,
18704,Keiser,"Gustav Adolf",27.11.1816,,,
18705,Keller,Augustin,10.11.1805,,,
18706,Kern,"Johann Conrad",11.06.1808,,,
18707,Kohler,"Friedrich S.",24.04.1795,,,
18708,Kreis,"Johann Georg",02.09.1803,,,
18709,Egger,Wolfgang,1945,,,10
18710,Biaggi,Raphael,1942,,,
18711,Eulau,Werner,1914,,,1977
18712,Kaufmann,Hans,1915,,,
18713,Krieg,"Kaspar L.",04.06.1820,,,
18714,Labhardt,"Philipp Gottlieb",26.05.1811,,,
18715,Lambelet,"Frédéric",16.05.1817,,,
18716,Latour,Alois,05.08.1815,,,
18717,Lohner,"Albert R. S.",24.02.1809,,,
18718,Luvini,Giacomo,23.02.1795,,,
18719,Sulzberger,"Johann Ludwig",24.02.1815,,,
18720,Schnyder,Jules,21.04.1843,,,
18721,"Schümperlin","Johann Jakob",17.04.1832,,,
18722,Soldini,Antonio,04.05.1854,,,
18723,"Schöbi",Josef,19.03.1873,,,
18724,Staehelin,Heinrich,25.12.1903,,,
18725,Fischer,Josef,15.12.1924,,,
18726,Marro,"Christophe J.",17.02.1800,,,
18727,Matthey,Jules,14.07.1809,,,
18728,Meyer,"Ludwig Plazid",25.08.1807,,,
18729,Meystre,Abram-Daniel,10.11.1812,,,
18730,Michel,Georg,28.05.1804,,,
18731,Muheim,Jost,12.03.1808,,,
18732,Nager,"Jost Jos.",14.04.1813,,,
18733,Neuhaus,"Karl J. Fr.",09.02.1796,,,
18734,Oertli,"Johann Konrad",26.11.1816,,,
18735,Page,Jean-J.,01.01.1791,,,
18736,"Péquignot","Fr. Xavier I.",23.04.1805,,,
18737,Petitpierre,"Gonzalve A. H.",17.04.1805,,,
18738,Pfiffer,Bernardo,19.09.1810,,,
18739,Pfluger,Niklaus,01.04.1799,,,
18740,Pfyffer,Kasimir,10.10.1794,,,
18741,Pittet,M.-L.-J.-Benjamin,01.09.1808,,,
18742,Pottier,"Adrien-Félix",05.10.1792,,,
18743,Rauch,"Johann Georg",01.01.1790,,,
18744,Remy,"Jacques J.",18.04.1811,,,
18745,Revel,"J.-H. Cyprien",21.06.1805,,,
18746,"Rüegg",Heinrich,20.12.1801,,,
18747,Schimpf,"K. Ferdinand",12.10.1806,,,
18748,Schneider,"Johann Rudolf",23.10.1804,,,
18749,Schneider,Johannes,13.04.1792,,,
18750,Schnyder,Anton,04.05.1804,,,
18751,Schuler,"Fr. Karl",01.01.1817,,,
18752,Schwerzmann,"Silvan O.",06.06.1800,,,
18753,Seiler,Friedrich,28.02.1808,,,
18754,Soutter,Jean-Rodolphe,11.03.1789,,,
18755,Steger,"Joh. Jakob",06.09.1801,,,
18756,Steiger,"Georg Peter Friedrich",04.08.1804,,,
18757,Steinegger,"Johann Anton",03.11.1811,,,
18758,Stockmar,Xavier,25.12.1797,,,
18759,Sutter,"Johann Jakob",12.04.1812,,,
18760,Tanner,"Karl Rudolf",20.06.1794,,,
18761,Trog,"Johann Jakob",21.04.1807,,,
18762,"Trümpy",Heinrich,30.04.1798,,,
18763,Veillon,"C.-J.-François",28.11.1793,,,
18764,Vittel,Charles-G.-D.,12.10.1809,,,
18765,Vogel,"Johann Rudolf",27.10.1810,,,
18766,"Hoffmann, von","Joseph Marzell",20.10.1809,,,
18767,"Schorno, von",Karl,26.05.1813,,,
18768,"Segesser, von","Philipp Anton",05.04.1817,,,
18769,"Tillier, von","Johann Anton",24.01.1792,,,
18770,Weder,"Johann Baptist",27.06.1800,,,
18771,Weidmann,Felix,24.02.1805,,,
18772,Weingart,"Joh. August",26.09.1797,,,
18773,Wenger,J.-P.-Louis,31.05.1809,,,
18774,Wieland,"Johann Jakob",01.01.1783,,,
18775,Wyrsch,"Melchior Jos.",27.02.1817,,,
18776,Boivin,Abraham,01.01.1815,,,
18777,Arpagaus,"Johann Bartholome",03.10.1810,,,
18778,Bontems,Charles-P.-E.,01.03.1796,,,
18779,Baldinger,"Karl L.",29.11.1800,,,
18780,Bach,Johannes,04.08.1808,,,
18781,Aubry,Pierre-Ignace,16.10.1796,,,
18782,Allet,Alexis,09.04.1820,,,
18783,Albrecht,Jakob,24.02.1806,,,
18784,"Würth","Jos. Felix Marin",09.11.1802,,,
18785,"Wäffler","Rudolf Fr.",13.11.1804,,,
18786,Rion,Joseph,04.01.1804,,,
18787,Camperio,Philippe,28.09.1810,,,
18788,Demarchi,Agostino,14.09.1813,,,
18789,Vieli,"Ludwig Anton",28.08.1808,,,
18790,Lehmann,"Johann Ulrich",29.05.1817,,,
18791,Curti,"Basil Ferdinand",20.05.1804,,,
18792,Murbach,Hieronymus,25.03.1816,,,
18793,Vicari,Natale,19.03.1809,,,
18794,Ramelli,"Giovan Battista",04.10.1808,,,
18795,Huber,Vinzenz,08.01.1821,,,
18796,"Blösch","Eduard Eugen",01.02.1807,,,
18797,Jann,Ferdinand,20.10.1812,,,
18798,Galli,"A. Domenico",25.07.1791,,,
18799,Uhr,Johann,27.02.1824,,,
18800,Keiser,Martin-Anton,07.11.1822,,,
18801,Knechtenhofer,Johannes,14.03.1793,,,
18802,Keller,Johann,30.12.1802,,,
18803,Helbling,Felix,11.04.1802,,,
18804,"Rivaz, de",Charles-Louis,17.03.1796,,,
18805,Sidler,"Johann Baptist",04.06.1790,,,
18806,Hermann,Nicolaus,21.10.1818,,,
18807,Aepli,"Arnold Otto",22.08.1816,,,
18808,Roth,Johannes,06.03.1812,,,
18809,Ritter,"Jakob Ulrich",10.01.1810,,,
18810,"Schaller, de",Julien,15.10.1807,,,
18811,Pedrazzi,Domenico,25.11.1815,,,
18812,Duchosal,Jean-Henri,21.09.1819,,,
18813,Bourgeois,Emmanuel-David,11.01.1803,,,
18814,Schumacher,"Josef X. Leod. Franz",02.05.1793,,,
18815,Kehrwand,Vincent,14.02.1803,,,
18816,Fuog,"Johann Georg",10.10.1794,,,
18817,"a Marca",Giuseppe,29.07.1799,,,
18818,Stadtmann,"Hermann M.",26.07.1818,,,
18819,Ryffel,"Joh. Jakob",13.12.1807,,,
18820,Plattner,"Joh. Heinrich",13.08.1795,,,
18821,Oetiker,"Franz Anton",28.05.1809,,,
18822,Humbert,"Amédor",11.04.1798,,,
18823,Fischer,"Bernhard Friedrich",26.05.1807,,,
18824,Pestalozzi,"H. Jakob",03.08.1801,,,
18825,"Bützberger",Johann,16.11.1820,,,
18826,Schmid,"J. J. Friedrich",19.12.1812,,,
18827,Weber,Joseph,02.08.1805,,,
18828,Meyer,Josef,13.01.1811,,,
18829,Jakob,Johann,29.01.1804,,,
18830,Blattner,Karl,22.12.1805,,,
18831,Ammann,Johann-Kaspar,12.11.1803,,,
18832,Guscetti,Sevorino,24.06.1816,,,
18833,Chevalley,Samuel,10.02.1903,,,
18834,Geiser,Henri,27.09.1901,,,
18835,Grob,Ernst,24.04.1910,,,
18836,Stebler,Pius,20.05.1911,,,
18837,Blaser,Adolf,31.05.1908,,,
18838,Bochatay,Armand,25.07.1915,,,
18839,"Grünig",Peter,29.04.1923,,,
18840,Bommer,Alois,03.03.1913,,,
18841,Waldvogel,Erwin,17.11.1920,,,
18842,Breny,Georges,24.06.1930,,,
18843,Frey,Tilo,02.05.1923,,,
18844,Tanner,Paul,12.07.1913,,,
18845,Thalmann,Hanny,26.07.1912,,,
18846,Villard,Arthur,04.10.1917,,,
18847,Tschannen,Bendicht,15.04.1847,,,
18848,Tschamper,Otto,05.05.1863,,,
18849,Trottmann,Karl,25.09.1915,,,
18850,Triebold,Erwin,24.10.1907,,,
18851,Torrent,Joseph,01.01.1795,,,
18852,"Tissières",Rodolphe,22.08.1911,,,
18853,Philippe,Etienne,04.01.1902,,,
18854,Philipona,"Eusèbe",09.08.1901,,,
18855,"Pfändler",Otto,30.05.1890,,,
18856,Peyer,Jost,13.12.1808,,,
18857,Perrig,Alfred,13.01.1854,,,
18858,Perret,"Zélim",29.07.1823,,,
18859,"Péquignot",Maurice,12.06.1918,,,
18860,Berger,Hermann,09.11.1905,,,
18861,Baumgartner,Alfred,26.08.1895,,,
18862,Barlatey,Cyprien,08.01.1821,,,
18863,Balmer,Peter,01.10.1872,,,
18864,Ballmoos,Walter,07.07.1911,,,
18865,Balestra,"Luigi A.",17.07.1873,,,
18866,Bachmann,Karl,03.12.1915,,,
18867,Antognini,Secondo-Vittorio,22.08.1877,,,
18868,Anet,Henri,15.01.1895,,,
18869,Andres,Paul,17.08.1882,,,
18870,"André",Paul,23.02.1837,,,
18871,Amberg,Johann,17.01.1830,,,
18872,Albrici,Prospero,18.03.1822,,,
18873,Agustoni,Mario,03.01.1902,,,
18874,Affolter,"Amanz Kaspar",10.06.1825,,,
18875,Adam,"Jakob Josef",12.02.1828,,,
18876,Acklin,Peter,21.02.1821,,,
18877,Reich,Werner,16.07.1917,,,
18878,Barman,Louis-G.,14.04.1805,,,
18879,Jenny,"Peter sen.",30.12.1800,,,
18880,"Werra, de",Camille,04.09.1814,,,
18881,Ciani,Giacomo,22.04.1773,,,
18882,"Plüss",Johann,25.03.1788,,,
18883,"Dür","F. August",03.02.1824,,,
18884,"Zürcher","Adolf Friedrich",28.12.1820,,,
18885,"Arx, von",Bendicht,29.05.1817,,,
18886,Messmer,Johann,13.07.1818,,,
18887,Luder,L.-Jos.-Antoine,06.10.1804,,,
18888,Lehmann,Samuel,19.01.1808,,,
18889,Lauterburg,"Gottl. Ludwig",15.12.1817,,,
18890,Latour,Caspar,12.02.1827,,,
18891,Karlen,"Johann Jakob",16.01.1819,,,
18892,Kaiser,Simon,24.10.1828,,,
18893,Joller,"Joh. Melchior Al.",31.12.1817,,,
18894,Irlet,Gustave-Albert,12.03.1800,,,
18895,Guldin,Josef,11.04.1811,,,
18896,Feer,Carl,23.10.1820,,,
18897,Engemann,Karl,19.09.1817,,,
18898,Delarageaz,J.-Louis-Henri,09.10.1807,,,
18899,"Demiéville, de",J.-B.-Louis,28.04.1809,,,
18900,"Courten, de",Adrien,08.02.1806,,,
18901,"Bünzli(y)",Franz,16.06.1811,,,
18902,Bucher,"Johann Jakob",05.10.1814,,,
18903,Bieder,Daniel,10.11.1825,,,
18904,Ancrenaz,Jean-Louis,02.07.1814,,,
18905,Hauser,Adolf,11.04.1811,,,
18906,Claivaz,Maurice,03.11.1798,,,
18907,"Müller","Johann Josef",19.03.1815,,,
18908,Filliez,"Maurice-Eugène",20.10.1811,,,
18909,"Déglon",P.-Samuel,09.10.1801,,,
18910,Schalch,"Franz Adolf",06.02.1814,,,
18911,Pattocchi,Giuseppe,25.04.1822,,,
18912,Flaction,Georges-Adolphe,26.04.1819,,,
18913,Bernasconi,Cesare,11.05.1819,,,
18914,Leuenberger,Jakob,23.04.1823,,,
18915,"Zuberbühler","Frédéric Auguste",15.04.1796,,,
18916,"Weid, von der",Alfred,10.10.1804,,,
18917,Steiner,Jakob,07.07.1813,,,
18918,Piaget,"Alexis Marie",18.07.1802,,,
18919,Moser,"Sam. Friedrich",02.05.1816,,,
18920,Matthey,Charles-Jules,07.12.1814,,,
18921,Hegner,"Meinrad Jb.",08.09.1813,,,
18922,Fonjallaz,"J.-Frédéric-H.",16.07.1802,,,
18923,Engelhard,"Joh. Friedr. L.",16.06.1783,,,
18924,Cherix,Edouard,26.10.1809,,,
18925,Carlin,"P. A. Edouard",26.06.1817,,,
18926,Bussinger,Johann,25.12.1825,,,
18927,Bucher,"Josef Joh.",26.12.1815,,,
18928,Bondallaz,"F. Xavier",01.01.1802,,,
18929,Bonard,M.-Benjamin,02.09.1803,,,
18930,Tobler,Titus,25.06.1806,,,
18931,Kellenberger,Jakob,29.07.1793,,,
18932,"Düggelin","Jos. Meinrad Benedikt",08.01.1824,,,
18933,"Courten, de",Elias,01.01.1783,,,
18934,Challandes,"Aimé",05.05.1801,,,
18935,Berchtold,"Jean N.-E.",05.12.1789,,,
18936,Rogivue,Ch.-Auguste,06.04.1812,,,
18937,Bossard,"Johann Konrad",18.01.1802,,,
18938,Zingg,"Johann Jakob L.",05.12.1810,,,
18939,Hunkeler,Anton,06.01.1799,,,
18940,Fontanel,Jean-Adolphe-Ch.,10.04.1818,,,
18941,"Fahrländer","Karl Emanuel",02.07.1803,,,
18942,Charles,Hubert,02.11.1793,,,
18943,Caflisch,"Johann Bartholome",03.02.1817,,,
